BP Number,Priority,Public Safety and Disaster,Reference,cable,internet/Data,satellite,wireless,wireline,Service Provider,Network Operator,"Priority (1,2,3)",Equipment Supplier,Property Manager,Government,Public Safety,Keywords,,,,,,,,,,,,,,,,,,,,,
12/12/8742,Important,TRUE,Cloud Security Alliance (CSA),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE,Cyber Security, Encryption, Information Protection, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12/12/8749,Important,TRUE,"Sans Institute, \""Vulnerability Management: Tools, Challenges and Best Practices.\""  2003.  Pg. 8 -10.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Cyber Security, Intrusion Detection, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,,
12/12/8758,Important,TRUE,"IETF RFC2350, CMU/SEI-98-HB-001.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Cyber Security, Disaster Recovery, Emergency Preparedness, Intrusion Detection, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/12/8770,Important,TRUE,"OASIS, Security and Privacy Considerations for the OASIS Security Assertion Markup Language (SAML) V2.0.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE,Cyber Security, Encryption, Information Protection, Intrusion Detection, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/6/5081,Highly Important,FALSE,"In order to mitigate theft, tampering",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,Hardware, Network Elements,,,,,,,,,,,,,,,,,,,,
12/12/8771,Important,TRUE,"ATIS-0700015.v004, ATIS Standard for Implementation of 3GPP Common IMS Emergency Procedures for IMS Origination and ESInet/Legacy Selective Router Termination",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,Cyber Security, Encryption, Network Design, Network Interoperability, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/12/8925,,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,Access Control, Cyber Security, Essential Services, Facilities - Transport, Hardware, Information Protection, Liaison, Network Elements, Network Interoperability, Network Operations, Network Provisioning, Pandemic, Security Systems, Supervision,,,,,,,,
12/12/8926,,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,Access Control, Cyber Security, Essential Services, Facilities - Transport, Hardware, Information Protection, Liaison, Network Elements, Network Interoperability, Network Operations, Network Provisioning, Pandemic, Public Safety and Disaster, Security Systems, Supervision,,,,,,,
12/12/8927,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,Essential Services, Facilities - Transport, Network Elements, Network Interoperability, Network Operations, Network Provisioning, Pandemic,,,,,,,,,,,,,,,
12/12/8928,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,Access Control, Business Continuity, Cyber Security, Disaster Recovery, Emergency Preparedness, Information Protection, Intrusion Detection, Network Interoperability, Network Operations, Network Provisioning, Pandemic, Supervision,,,,,,,,,,
12/12/8929,,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,Cyber Security, Disaster Recovery, Emergency Preparedness, Information Protection, Intrusion Detection, Network Design, Network Elements, Network Operations, Pandemic, Power, Public Safety and Disaster, Supervision, Visitors,,,,,,,,,
12/12/8930,,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,Cyber Security, Disaster Recovery, Emergency Preparedness, Information Protection, Liaison,,,,,,,,,,,,,,,,,
12/12/8931,,TRUE,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,Disaster Recovery, Emergency Preparedness, Information Protection, Public Safety, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12/12/8932,,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,Access Control, Business Continuity, Contractors and Vendors, Cyber Security, Disaster Recovery, Documentation, Emergency Preparedness, Essential Services, Industry Cooperation, Information Protection, Intrusion Detection, Network Design, Network Elements, Network Interoperability, Network Operations, Network Provisioning, Policy, Procedures, Public Safety, Security Systems, Training and Awareness,
12/12/8933,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,Access Control, Business Continuity, Contractors and Vendors, Cyber Security, Disaster Recovery, Documentation, Emergency Preparedness, Essential Services, Industry Cooperation, Information Protection, Intrusion Detection, Network Design, Network Elements, Network Interoperability, Network Operations, Network Provisioning, Policy, Procedures, Public Safety, Public Safety and Disaster, Security Systems, Training and Awareness
12/12/8934,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,Network Elements, Public Safety and Disaster,,,,,,,,,,,,,,,,,,,,
12/6/5086,Important,FALSE,"In order to prevent theft of supply. For example, a HECI code (Human Equipment Catalog Item Code) is a 10 character (alfa-numeric) code that identifies a piece of equipment down to the circuit pack level.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Hardware, Network Elements,,,,,,,,,,,,,,,,,,,,
12/6/5149,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Facilities - Transport, Hardware, Information Protection, Network Elements, Network Operations,,,,,,,,,,,,,,,,,
12/6/5170,Critical,FALSE,To eliminate the use of default and undocumented ports to penetrate into software and distribution systems.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,Cyber Security, Information Protection, Network Elements, Network Operations, Technical Support,,,,,,,,,,,,,,,,,
12/6/5173,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,Facilities - Transport, Information Protection,,,,,,,,,,,,,,,,,,,,
12/6/8021,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security,,,,,,,,,,,,,,,,,,,,,
12/6/8023,Critical,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12/6/8028,Critical,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,Cyber Security, Encryption,,,,,,,,,,,,,,,,,,,,
12/6/8059,Highly Important,FALSE,"Cellular Standards:  GSM, PCS2000, CDMA, 1XRTT, UMTS, etc.",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption,,,,,,,,,,,,,,,,,,,,
12/6/8078,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Information Protection, Intrusion Detection,,,,,,,,,,,,,,,,,,
12/6/8093,Critical,FALSE,IETF rfc3013 sections 4.3 and 4.4 and NANOF ISP Resources.  www.IETF.net,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Provisioning,,,,,,,,,,,,,,,,,,,
12-7-0408,Highly Important,FALSE,See http://www.IETF.org,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Operations,,,,,,,,,,,,,,,,,,,
12-7-0410,Highly Important,FALSE,See http://www.IETF.org,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Intrusion Detection, Procedures,,,,,,,,,,,,,,,,,,
12-7-0677,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,Power,,,,,,,,,,,,,,,,,,,,,
12-7-0433,Highly Important,FALSE,"MIB Environmental variables include the location of hosts, servers, terminals and other nodes as well as the traffic for the object.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,Network Elements, Software,,,,,,,,,,,,,,,,,,,,
12-7-0439,Critical,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12-7-0441,Highly Important,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Operations,,,,,,,,,,,,,,,,,,,
12-7-0485,Important,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Network Operations,,,,,,,,,,,,,,,,,,,,,
12-7-0515,Important,FALSE,See http://www.ietf.org/rfc/rfc2142.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Emergency Preparedness, Industry Cooperation, Network Operations, Policy, Procedures, Technical Support,,,,,,,,,,,,,,,
12-7-0516,Highly Important,FALSE,"http://www.ietf.org, RFC 2439, ""BGP Route Flap Damping""",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Interoperability, Network Operations, Procedures,,,,,,,,,,,,,,,,,
12-7-0520,Highly Important,FALSE,A route policy or routing policy is the description of what routes a Service Provider will accept and readvertise. Some will only take full blocks and only from the registered owner (registered in ARIN or RIPE). Some will allow customers to multihome (ie advertise the same routes via two different providers) some will allow customers to advertise specific routes as well as blocks.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Industry Cooperation, Network Interoperability, Network Operations, Network Provisioning, Procedures,,,,,,,,,,,,,,,,
12-7-0538,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,Network Elements, Software,,,,,,,,,,,,,,,,,,,,
12-7-0539,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Documentation, Industry Cooperation, Network Elements, Technical Support,,,,,,,,,,,,,,,,,,
12-7-0549,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Buildings, Facilities - Transport, Network Operations, Network Provisioning, Policy, Power, Public Safety and Disaster,,,,,,,,,,,,,,,
12-7-0555,Important,FALSE,Formal design and code inspections may be performed as a part of the software development cycle. Test environments may be enhanced to provide more realistic network settings. Fault tolerance levels and failure probabilities should be shared with Network Operators and Service Providers.,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Network Elements, Software,,,,,,,,,,,,,,,,,,,,
12-7-0562,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Documentation, Network Elements, Procedures,,,,,,,,,,,,,,,,,,,
12-7-0604,Highly Important,FALSE,"Telcordia SR-2275;  for NIIF, see http://www.atis.org/docstore",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Industry Cooperation, Network Operations, Procedures,,,,,,,,,,,,,,,,,,,
12-7-0676,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Buildings, Power,,,,,,,,,,,,,,,,,,,,
12-7-0738,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Facilities - Transport, Network Operations,,,,,,,,,,,,,,,,,,,,
12-7-1040,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Business Continuity, Disaster Recovery, Emergency Preparedness, Technical Support,,,,,,,,,,,,,,,,,,
12/7/3201,Highly Important,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,TRUE,Disaster Recovery, Emergency Preparedness, Essential Services, Industry Cooperation, Liaison, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/7/3209,Important,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,Emergency Preparedness,,,,,,,,,,,,,,,,,,,,,
12/7/3210,Important,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Business Continuity, Emergency Preparedness, Network Operations, Pandemic, Public Safety and Disaster,,,,,,,,,,,,,,,,,
12/7/5020,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Access Control, Buildings, Physical Security Management, Policy, Security Systems,,,,,,,,,,,,,,,,,
12/7/5076,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Essential Services, Facilities - Transport, Network Operations, Policy, Power, Public Safety and Disaster,,,,,,,,,,,,,,,,
12/7/5079,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Facilities - Transport, Network Operations, Network Provisioning, Public Safety and Disaster,,,,,,,,,,,,,,,,,,
12/7/5088,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Hardware, Network Elements, Physical Security Management,,,,,,,,,,,,,,,,,,,
12/7/5198,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Hardware, Network Elements,,,,,,,,,,,,,,,,,,,,
12/7/5283,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Documentation, Hardware, Network Elements,,,,,,,,,,,,,,,,,,,
12/7/8027,Important,FALSE,"http://www.atis.org/  - T1 276-2003 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network: A Baseline of Security Requirements for the Management Plane: July, 2003",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/7/8062,Highly Important,FALSE,"IETF RFC2350, CMU/SEI-98-HB-001. Also, NRIC BP 0598.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Emergency Preparedness, Public Safety and Disaster, Training and Awareness,,,,,,,,,,,,,,,,,,
12/7/8076,Highly Important,FALSE,"e.g., SYN Flood attack defense, CERT/CCÂ® Advisory CA-1996-21 TCP SYN Flooding and IP Spoofing Attacks - http://www.cert.org/advisories/CA-1996-21.html.  Related to NRIC BP 8563.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Elements,,,,,,,,,,,,,,,,,,,
12/7/8077,Highly Important,FALSE,"In the long term, the vendor should be engaged to correct the issue, either by allowing the built in method to be changed periodically, or by allowing the user to add complementary authentication means that they control, hence creating a two-factor authentication.
Where authentication methods must be shared, create an enforceable authentication method policy that addresses the periodic changing of the characteristics of the authentication method, and the dissemination of the method based on the principle of least privilege. If the authentication methods are shared, policy to implement least privilege access and periodic authentication characteristic change should be developed and implemented. Consider replacement of device at end of life, especially if the device is protecting key equipment. Implement a periodic audit program to verify policy compliance.Garfinkel, Simson, and Gene Spafford. Users and Passwords. Practical Unix &amp; Internet Security, 2nd ed. Sebastopol, CA: O'Reilly and Associates, Inc. 1996. 49-69
King, Christopher M., Curtis E. Dalton, and T. Ertem Osmanoglu. Applying Policies to Derive the Requirements. Security Architecture, Design, Deployment &amp; Operations. Berkley, CA: The McGraw-Hill Companies. 2001. 66-110
National Institute of Standards and Technology. User Account Management. Generally Accepted Principles and Practices for Securing Information Technology Systems. September 1996.
Dependency on NRIC BP 8007.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection,,,,,,,,,,,,,,,,,,,,
12/7/8104,Important,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Intrusion Detection,,,,,,,,,,,,,,,,,,,
12/7/8109,Critical,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,Cyber Security,,,,,,,,,,,,,,,,,,,,,
12/7/8137,Important,FALSE,"This could mitigate , for example, the communication blockage that could be caused when a virus blocks e-mail distribution channels.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Technical Support,,,,,,,,,,,,,,,,,,,
12/7/8526,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Network Operations,,,,,,,,,,,,,,,,,,,
12/7/8565,Highly Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,Access Control, Cyber Security, Physical Security Management, Security Systems,,,,,,,,,,,,,,,,,,
12-8-0590,Important,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Documentation, Hardware, Network Elements, Network Operations, Network Provisioning, Procedures, Software, Supervision,,,,,,,,,,,,,,
12-8-0807,Critical,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Operations,,,,,,,,,,,,,,,,,,,
12-8-0808,Important,FALSE,"Economic Espionage Act 1996
Telecommunications Act 1996
Electronic Communications Privacy Act 1986
Graham-Leach-Bliley Act 2002
Sarbannes-Oxley 2003
USA PATRIOT Act 2002
Health Insurance Portability and Accountability Act (HIPAA)
2001.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12-8-0813,Critical,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12/8/8053,Important,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,
12/8/8000,Important,FALSE,"Configuration guides for security from NIST (800-53 Rev. 3), NSA (Security Configuration Guides), and Center For Internet Security (CIS Benchmarks).",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8003,Important,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8004,Important,FALSE,Cross reference with 7-7-8004 developed under NRIC.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Network Elements,,,,,,,,,,,,,,,,,,,,
12/8/8006,Highly Important,FALSE,ISF CB63.,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12/8/8010,Important,FALSE,"http://www.atis.org/ - ATIS-0300276.2008 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network:  A Baseline of Security Requirements for the Management Plane: March 2008.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8020,Critical,FALSE,Configuration guide for security from NIST (800-53 Rev. 3).,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12/8/8024,Important,FALSE,"Some systems differentiate a local account database and network account database. Users should be authenticated onto the network using a network accounts database, not a local accounts database. 'http://www.atis.org/ - ATIS-0300276.2008 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network:  A Baseline of Security Requirements for the Management Plane: March 2008.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations,,,,,,,,,,,,,,,,,,,,
12/8/8025,Critical,FALSE,Note: Service providers MAY provide an offer of 'managed' SCADA services or connectivity to other utilities. This should be separate from the provider's OAM&P network. ITU-T Rec. X.1051.,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,
12/8/8031,Critical,FALSE,"http://www.atis.org/ - ATIS-0300276.2008 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network:  A Baseline of Security Requirements for the Management Plane: March 2008.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,Cyber Security, Disaster Recovery, Emergency Preparedness,,,,,,,,,,,,,,,,,,,
12/8/8636,Highly Important,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection,,,,,,,,,,,,,,,,,,,,
12/8/8033,Important,FALSE,"http://www.atis.org/ - ATIS-0300276.2008 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network:  A Baseline of Security Requirements for the Management Plane: March 2008 
Common Criteria: http://www.iso.org, http://csrc.nist.gov/cc/; Carnegie-Mellon Software Engineering Institute secure software development: http://www.sei.cmu.edu/engineering/engineering.html;
Secure Programming Educational Material at http://www.cerias.purdue.edu/homes/pmeunier/secprog/sanitized/;
http://www.atstake.com/services/smartrisk/application.html.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Policy, Software,,,,,,,,,,,,,,,,,,,
12/8/8036,Critical,FALSE,Configuration guide for security from NIST (800-53 Rev. 3).,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Operations, Policy, Software,,,,,,,,,,,,,,,,,,
12/8/8041,Important,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8042,Critical,FALSE,"NSTAC ISP Working Group - BGP/DNS, Scalable key
distribution mechanisms, NRIC V FG 4: Interoperability.
NIST SP 800-54 Border Gateway Protocol Security .",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8043,Critical,FALSE,"""http://www.cymru.com/Bogons/index.html, NSTAC ISP Working Group - BGP/DNS, RIPE-181, """"A Route-Filtering Model for Improving Global Internet Routing Robustness"""" 222.iops.org/Documents/routing.html
NIST SP 800-54 Border Gateway Protocol Security"".",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8044,Important,FALSE,"NSTAC ISP Working Group - BGP/DNS, also NANOG (http://www.nanog.org) and MPLS Forum interoperability testing (http://www.mplsforum.org).",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8045,Critical,FALSE,http://www.ietf.org/rfc/rfc1321.txt.,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8049,Highly Important,FALSE,"draft-ietf-dhc-csr-07.txt, RFC 3397, RFC2132, RFC1536, RFC3118.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,
12/8/8072,Critical,FALSE,"""NIST SP800-94 Guide to Intrusion Detection and Prevention Systems (IDPS)
http://csrc.nist.gov/publications/nistpubs/800-94/SP800-94.pdf"".",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Operations, Security Systems,,,,,,,,,,,,,,,,,,
12/8/8054,Highly Important,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Elements, Network Operations,,,,,,,,,,,,,,,,,,
12/8/8055,Important,FALSE,PacketCable Security specifications.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Encryption, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8056,Important,FALSE,"NSA (VOIP and IP Telephony Security Configuration Guides), and PacketCable Security 2.0 Technical Report (PKT-TR-SEC-V05-080425).",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Operations,,,,,,,,,,,,,,,,,,,
12/8/8057,Important,FALSE,"NSA (VOIP and IP Telephony Security Configuration Guides), and PacketCable Security 2.0 Technical Report (PKT-TR-SEC-V05-080425).",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,Cyber Security, Intrusion Detection, Network Operations,,,,,,,,,,,,,,,,,,,
